taxon	sp_0000	sp_0001	sp_0002	sp_0003	sp_0004	sp_0005	sp_0006	sp_0007	sp_0008	sp_0009	sp_0010	sp_0011	sp_0012	sp_0013	sp_0014	sp_0015	sp_0016	sp_0017	sp_0018	sp_0019	sp_0020	sp_0021	sp_0022	sp_0023	sp_0024	sp_0025	sp_0026	sp_0027	sp_0028	sp_0029	sp_0030	sp_0031	sp_0032	sp_0033	sp_0034	sp_0035	sp_0036	sp_0037	sp_0038	sp_0039	sp_0040	sp_0041	sp_0042	sp_0043	sp_0044	sp_0045	sp_0046	sp_0047	sp_0048	sp_0049	sp_0050	sp_0051	sp_0052	sp_0053	sp_0054	sp_0055	sp_0056	sp_0057	sp_0058	sp_0059	sp_0060	sp_0061	sp_0062	sp_0063	sp_0064	sp_0065	sp_0066	sp_0067	sp_0068	sp_0069	sp_0070	sp_0071	sp_0072	sp_0073	sp_0074	sp_0075	sp_0076	sp_0077	sp_0078	sp_0079	sp_0080	sp_0081	sp_0082	sp_0083	sp_0084	sp_0085	sp_0086	sp_0087	sp_0088	sp_0089	sp_0090	sp_0091	sp_0092	sp_0093	sp_0094	sp_0095	sp_0096	sp_0097	sp_0098	sp_0099	sp_0100	sp_0101	sp_0102	sp_0103	sp_0104	sp_0105	sp_0106	sp_0107	sp_0108	sp_0109	sp_0110	sp_0111	sp_0112	sp_0113	sp_0114	sp_0115	sp_0116	sp_0117	sp_0118	sp_0119	sp_0120	sp_0121	sp_0122	sp_0123	sp_0124	sp_0125	sp_0126	sp_0127	sp_0128	sp_0129	sp_0130	sp_0131	sp_0132	sp_0133	sp_0134	sp_0135	sp_0136	sp_0137	sp_0138	sp_0139	sp_0140	sp_0141	sp_0142	sp_0143	sp_0144	sp_0145	sp_0146	sp_0147	sp_0148	sp_0149	sp_0150	sp_0151	sp_0152	sp_0153	sp_0154	sp_0155	sp_0156	sp_0157	sp_0158	sp_0159	sp_0160	sp_0161	sp_0162	sp_0163	sp_0164	sp_0165	sp_0166	sp_0167	sp_0168	sp_0169	sp_0170	sp_0171	sp_0172	sp_0173	sp_0174	sp_0175	sp_0176	sp_0177	sp_0178	sp_0179
sp_0010	0.445880	0.693076	0.525237	0.443326	0.460307	0.590027	0.389940	0.329793	0.682832	0.489587	0.000000	0.499523	0.533236	0.598500	0.561909	0.436320	0.532468	0.630979	0.628498	0.641360	0.470403	0.392762	0.574386	0.449189	0.670780	0.490195	0.548364	0.455013	0.540643	0.571204	0.476103	0.695264	0.611191	0.479687	0.433609	0.514141	0.577738	0.570440	0.456506	0.581684	0.552138	0.470474	0.650109	0.235189	0.345584	0.584669	0.605271	0.589612	0.545423	0.513921	0.584603	0.692498	0.556496	0.565054	0.597058	0.740957	0.611487	0.392608	0.605781	0.641119	0.726527	0.500815	0.562267	0.452632	0.593466	0.630351	0.601807	0.706962	0.421740	0.433271	0.493458	0.603356	0.408253	0.546175	0.620827	0.576212	0.595807	0.652051	0.334682	0.743356	0.608233	0.497964	0.723228	0.349563	0.605819	0.549984	0.444666	0.485979	0.706311	0.614591	0.457121	0.541414	0.528446	0.406747	0.486968	0.678064	0.535280	0.434461	0.525341	0.710207	0.457495	0.327520	0.408321	0.417743	0.569448	0.656151	0.462139	0.515678	0.664184	0.583684	0.441272	0.596517	0.594237	0.682408	0.550651	0.594120	0.647221	0.455509	0.476138	0.302394	0.593695	0.510831	0.538924	0.489640	0.421899	0.518112	0.697630	0.430705	0.544174	0.527452	0.739424	0.432673	0.681279	0.447326	0.607475	0.641700	0.608607	0.539584	0.401707	0.627542	0.580418	0.346764	0.592324	0.544849	0.423334	0.463056	0.753189	0.707587	0.585940	0.479744	0.548768	0.563427	0.444417	0.406560	0.535011	0.626246	0.526338	0.489113	0.672119	0.516443	0.397133	0.706868	0.525957	0.506186	0.478142	0.530154	0.596972	0.391813	0.682790	0.378118	0.460335	0.427462	0.535393	0.551356	0.477778	0.414246	0.470785	0.626713	0.534910	0.603505
sp_0011	0.395031	0.566518	0.428814	0.453489	0.352469	0.713287	0.387180	0.388422	0.571487	0.549550	0.499523	0.000000	0.425407	0.620518	0.539322	0.467059	0.448776	0.392058	0.591474	0.382214	0.542967	0.438988	0.487647	0.433238	0.623689	0.535260	0.469188	0.498346	0.420272	0.330351	0.367987	0.524145	0.470619	0.457110	0.662233	0.374375	0.503326	0.658515	0.516130	0.519861	0.518057	0.411782	0.520016	0.477041	0.382141	0.575816	0.702191	0.498156	0.561421	0.533322	0.471246	0.527359	0.497948	0.434577	0.400006	0.502937	0.538150	0.312096	0.448849	0.435819	0.559160	0.345517	0.558485	0.304105	0.404216	0.692243	0.571519	0.580049	0.507038	0.261915	0.558797	0.631714	0.515454	0.358208	0.512633	0.384615	0.567660	0.444275	0.323165	0.686925	0.581938	0.529255	0.645240	0.475894	0.535289	0.509010	0.344038	0.524996	0.527162	0.629414	0.326683	0.462127	0.549829	0.387739	0.374123	0.620350	0.485615	0.445751	0.484584	0.506717	0.519256	0.483012	0.366372	0.495881	0.333542	0.573782	0.445759	0.484067	0.442992	0.492497	0.412410	0.523398	0.540224	0.682202	0.606180	0.535544	0.671546	0.461499	0.276746	0.465949	0.491961	0.455025	0.430201	0.568991	0.479982	0.594248	0.410798	0.479475	0.507634	0.530829	0.595844	0.536507	0.570073	0.624322	0.603140	0.485009	0.506087	0.447889	0.366313	0.495927	0.555796	0.334409	0.537081	0.479754	0.401342	0.532101	0.549102	0.612533	0.576806	0.479542	0.329846	0.361341	0.460825	0.466470	0.545266	0.552444	0.514076	0.458206	0.649683	0.403194	0.602942	0.555111	0.627343	0.374252	0.328049	0.592971	0.528289	0.378936	0.514298	0.427618	0.559180	0.408306	0.478991	0.364258	0.419255	0.530063	0.502199	0.595794	0.500389	0.455805
sp_0012	0.419852	0.422578	0.337039	0.526322	0.370099	0.598713	0.450084	0.422664	0.488302	0.444819	0.533236	0.425407	0.000000	0.452149	0.498950	0.453574	0.392972	0.467143	0.529032	0.424146	0.408329	0.535168	0.472194	0.459346	0.485862	0.559126	0.461359	0.559210	0.492576	0.447238	0.420509	0.619630	0.473598	0.516264	0.564024	0.350669	0.252932	0.573835	0.368851	0.503891	0.387510	0.236960	0.551812	0.473158	0.344437	0.494239	0.500825	0.459200	0.350903	0.495186	0.511451	0.513496	0.422854	0.433573	0.534383	0.527967	0.595258	0.260031	0.404789	0.455326	0.475808	0.421786	0.358983	0.462015	0.478489	0.683436	0.458420	0.485613	0.521793	0.284532	0.512004	0.480485	0.514111	0.393429	0.626564	0.483769	0.454637	0.576980	0.371142	0.552821	0.327738	0.454250	0.661004	0.449085	0.459994	0.447763	0.441627	0.359910	0.514299	0.643059	0.436961	0.501964	0.479665	0.450066	0.251094	0.562853	0.479095	0.370426	0.421115	0.392599	0.611485	0.530874	0.393275	0.472853	0.456411	0.395192	0.343145	0.446523	0.563224	0.445009	0.382954	0.430551	0.426219	0.761034	0.587154	0.409202	0.542578	0.379666	0.304767	0.381186	0.377358	0.603649	0.479792	0.431544	0.491445	0.454142	0.364848	0.509873	0.379630	0.490266	0.475940	0.509870	0.524577	0.547489	0.467873	0.477844	0.527684	0.347882	0.398620	0.466360	0.498454	0.411128	0.491470	0.369118	0.358360	0.516633	0.430096	0.530842	0.507465	0.415450	0.433793	0.354222	0.462268	0.409239	0.486104	0.390842	0.609315	0.420339	0.644122	0.552271	0.653304	0.534145	0.586542	0.423067	0.482435	0.373787	0.427803	0.325543	0.458717	0.443127	0.497123	0.457417	0.394011	0.532140	0.356853	0.473705	0.516427	0.558433	0.552104	0.344914
sp_0013	0.331245	0.500651	0.407644	0.576684	0.466440	0.682756	0.476630	0.522227	0.487092	0.580739	0.598500	0.620518	0.452149	0.000000	0.482341	0.550654	0.426065	0.613824	0.601198	0.496920	0.339571	0.614588	0.558348	0.480147	0.452948	0.547598	0.543692	0.399207	0.566769	0.585460	0.682407	0.618233	0.527790	0.477199	0.540147	0.531851	0.425442	0.570907	0.586792	0.457986	0.398412	0.384392	0.702103	0.589794	0.449673	0.503169	0.561819	0.470520	0.462437	0.613239	0.541903	0.523236	0.488563	0.397189	0.574046	0.606544	0.678366	0.449640	0.393670	0.555637	0.598658	0.582001	0.598798	0.644815	0.555276	0.611015	0.583748	0.473341	0.566162	0.515703	0.598587	0.399776	0.582447	0.424757	0.709482	0.572234	0.502267	0.675741	0.510324	0.573637	0.509285	0.536914	0.775308	0.491450	0.421263	0.454225	0.592648	0.606103	0.733767	0.767663	0.596895	0.540066	0.565329	0.541315	0.444911	0.565667	0.456136	0.422644	0.393735	0.582295	0.602004	0.512947	0.439475	0.527548	0.551118	0.481990	0.351814	0.504819	0.720079	0.580510	0.499918	0.626851	0.419564	0.803787	0.570294	0.413819	0.428763	0.617854	0.479530	0.486922	0.446327	0.494140	0.391444	0.487573	0.564883	0.412504	0.510416	0.460736	0.322190	0.658385	0.523086	0.604030	0.521489	0.394254	0.453748	0.572899	0.451000	0.483682	0.468704	0.434211	0.404201	0.529910	0.666613	0.546183	0.342370	0.566150	0.666372	0.663511	0.481757	0.495828	0.497044	0.558461	0.543250	0.525578	0.433296	0.413667	0.531176	0.407845	0.500606	0.552924	0.721176	0.637157	0.592074	0.628091	0.489613	0.434435	0.478294	0.440370	0.501035	0.532179	0.552345	0.448788	0.524891	0.590361	0.553978	0.384244	0.525386	0.607512	0.515734	0.524680
sp_0014	0.369281	0.416500	0.351991	0.410080	0.431125	0.493992	0.440464	0.470308	0.439501	0.432148	0.561909	0.539322	0.498950	0.482341	0.000000	0.570289	0.452259	0.535292	0.396843	0.495878	0.276543	0.426629	0.287665	0.394852	0.501329	0.448929	0.569011	0.472280	0.258480	0.458907	0.506577	0.447932	0.294763	0.398759	0.643211	0.467534	0.553618	0.543582	0.436609	0.449190	0.414147	0.420653	0.516157	0.491885	0.315048	0.377438	0.568422	0.514278	0.497218	0.536194	0.389276	0.507481	0.354295	0.376730	0.489601	0.598675	0.379860	0.484746	0.317791	0.568263	0.587520	0.473788	0.604873	0.682512	0.499552	0.638956	0.499672	0.444208	0.458285	0.438776	0.329073	0.395569	0.536746	0.545660	0.526650	0.530543	0.395512	0.420433	0.464272	0.665370	0.550305	0.474718	0.447852	0.414111	0.468502	0.374927	0.375470	0.592538	0.536723	0.574385	0.461775	0.645511	0.603963	0.482640	0.421406	0.504053	0.476515	0.500638	0.435184	0.479568	0.661837	0.400557	0.454292	0.606643	0.493547	0.362548	0.333115	0.460857	0.656260	0.374997	0.389660	0.487464	0.480807	0.648345	0.374568	0.342950	0.489041	0.488348	0.487099	0.440856	0.456433	0.399607	0.458627	0.458143	0.538642	0.343674	0.592202	0.251894	0.404970	0.549051	0.494486	0.553771	0.474515	0.547134	0.386980	0.600510	0.531124	0.491731	0.491977	0.509425	0.560847	0.461492	0.613056	0.616530	0.433866	0.462325	0.609383	0.764949	0.530944	0.368060	0.417622	0.507734	0.528320	0.406356	0.328392	0.599697	0.518961	0.474413	0.526967	0.347330	0.588409	0.405421	0.504297	0.505571	0.350121	0.357260	0.506503	0.396114	0.513685	0.423912	0.523678	0.379752	0.508165	0.451739	0.477128	0.359193	0.560223	0.549188	0.482617	0.550918
sp_0015	0.475872	0.600838	0.451575	0.442548	0.456461	0.599759	0.436128	0.359724	0.713766	0.569492	0.436320	0.467059	0.453574	0.550654	0.570289	0.000000	0.502112	0.609051	0.650487	0.547061	0.543903	0.565156	0.550239	0.572495	0.543503	0.641174	0.517515	0.576274	0.576192	0.572966	0.510730	0.762519	0.584560	0.521690	0.660131	0.540521	0.495486	0.618590	0.546774	0.473957	0.534540	0.445937	0.682796	0.413675	0.450080	0.655431	0.667029	0.631980	0.447225	0.598157	0.517240	0.734085	0.601565	0.407508	0.612765	0.572165	0.653059	0.359868	0.583710	0.496717	0.666008	0.497357	0.558877	0.504022	0.532519	0.701293	0.559244	0.584888	0.575912	0.488558	0.503959	0.658863	0.509588	0.527299	0.708889	0.546006	0.542718	0.641511	0.365393	0.774588	0.516004	0.552500	0.821432	0.337972	0.581056	0.548393	0.491339	0.526491	0.652399	0.735833	0.450082	0.480410	0.674435	0.283336	0.458869	0.520752	0.580629	0.490057	0.518159	0.692532	0.579581	0.428955	0.484758	0.411416	0.495178	0.538561	0.515901	0.616196	0.693278	0.569993	0.336139	0.594672	0.487341	0.833753	0.597056	0.446379	0.504298	0.533491	0.424739	0.467690	0.497264	0.471721	0.600245	0.415822	0.324103	0.525379	0.511623	0.502930	0.475613	0.549047	0.690186	0.579127	0.657129	0.599678	0.577753	0.573843	0.582094	0.553295	0.361571	0.641032	0.642894	0.325825	0.509102	0.509328	0.392108	0.611762	0.635881	0.688601	0.571903	0.553829	0.577145	0.564703	0.395538	0.415643	0.608231	0.584279	0.464355	0.581757	0.815111	0.557560	0.624828	0.711428	0.676482	0.314376	0.535674	0.586452	0.566869	0.296952	0.673450	0.485382	0.407244	0.581012	0.536506	0.622407	0.450404	0.493485	0.499424	0.585749	0.562104	0.427073
sp_0016	0.288425	0.377643	0.310110	0.421590	0.205131	0.604454	0.367871	0.388439	0.547613	0.545153	0.532468	0.448776	0.392972	0.426065	0.452259	0.502112	0.000000	0.550998	0.409169	0.291116	0.393234	0.377968	0.399448	0.401651	0.452817	0.397064	0.502412	0.513270	0.391049	0.436780	0.593417	0.583202	0.291635	0.327620	0.484809	0.385042	0.339267	0.453892	0.486432	0.550270	0.265056	0.293873	0.357299	0.441915	0.305380	0.543144	0.407350	0.389797	0.262345	0.371646	0.372323	0.452086	0.452980	0.416291	0.354164	0.551537	0.583971	0.294696	0.334140	0.538371	0.554732	0.386434	0.452378	0.502131	0.526344	0.622647	0.399146	0.633403	0.365372	0.328646	0.430631	0.415288	0.540425	0.318532	0.523090	0.342657	0.350422	0.614838	0.327247	0.544793	0.525414	0.405246	0.551427	0.395849	0.467917	0.456264	0.367288	0.408916	0.601655	0.672933	0.417028	0.475891	0.464142	0.467992	0.349521	0.384395	0.274967	0.356034	0.479589	0.465014	0.371697	0.435268	0.424073	0.462588	0.380346	0.546827	0.399762	0.354639	0.393209	0.485056	0.454080	0.486075	0.463167	0.606224	0.505667	0.458107	0.591589	0.560308	0.321828	0.447700	0.370624	0.502824	0.302231	0.438586	0.487001	0.376120	0.542681	0.351575	0.337255	0.500121	0.429691	0.442804	0.471736	0.568935	0.466300	0.612328	0.435835	0.384394	0.352245	0.406212	0.359502	0.400495	0.480236	0.319414	0.308262	0.580140	0.455776	0.570637	0.335520	0.317621	0.302379	0.430434	0.477823	0.470665	0.485395	0.481429	0.468931	0.423278	0.593893	0.382469	0.642160	0.505324	0.360553	0.452731	0.395201	0.458770	0.297505	0.323735	0.494413	0.503915	0.524709	0.411045	0.374362	0.356857	0.419442	0.395348	0.378039	0.591862	0.422059	0.439952
sp_0017	0.449666	0.512902	0.420429	0.539897	0.460984	0.612114	0.460448	0.565473	0.569291	0.482821	0.630979	0.392058	0.467143	0.613824	0.535292	0.609051	0.550998	0.000000	0.575415	0.410957	0.590608	0.523147	0.565347	0.423849	0.670312	0.596455	0.319847	0.484830	0.502618	0.565216	0.523206	0.353398	0.577791	0.453623	0.760819	0.468987	0.547997	0.546571	0.516887	0.571417	0.515023	0.409627	0.643239	0.550960	0.474082	0.526978	0.767401	0.437497	0.599530	0.551335	0.459665	0.456606	0.514085	0.506064	0.446332	0.398602	0.543729	0.505951	0.359884	0.422933	0.714055	0.422155	0.444808	0.536173	0.472076	0.713809	0.508188	0.477901	0.591035	0.350460	0.572375	0.556524	0.647246	0.462064	0.617794	0.556796	0.556402	0.472662	0.489246	0.717905	0.579154	0.555548	0.696879	0.516355	0.555891	0.327100	0.457131	0.616643	0.421824	0.667932	0.475276	0.390487	0.578782	0.487878	0.410057	0.732483	0.571735	0.511101	0.385645	0.334671	0.703137	0.579744	0.460596	0.569211	0.515390	0.446946	0.374161	0.384578	0.568015	0.497834	0.453372	0.651220	0.459795	0.772987	0.574004	0.425470	0.593635	0.454333	0.339211	0.563130	0.510829	0.496942	0.440682	0.483010	0.571792	0.537897	0.415577	0.535036	0.598428	0.489330	0.591244	0.544020	0.385829	0.569210	0.438272	0.344369	0.376920	0.442716	0.431861	0.546607	0.605853	0.424509	0.594495	0.629007	0.533472	0.437849	0.514928	0.603989	0.573498	0.485502	0.449448	0.317571	0.428059	0.521335	0.459709	0.690563	0.662333	0.537908	0.684193	0.445660	0.555314	0.551852	0.680436	0.480831	0.419171	0.541394	0.500759	0.485715	0.253855	0.371043	0.598916	0.472147	0.669286	0.419248	0.576202	0.603664	0.633649	0.488292	0.494668	0.572140
sp_0018	0.474229	0.260826	0.399144	0.504934	0.438005	0.528647	0.524173	0.569096	0.541751	0.423146	0.628498	0.591474	0.529032	0.601198	0.396843	0.650487	0.409169	0.575415	0.000000	0.516201	0.459153	0.339506	0.471975	0.515789	0.611026	0.481772	0.527579	0.626667	0.432001	0.539468	0.587000	0.521646	0.395947	0.358738	0.604446	0.505705	0.464932	0.456992	0.436355	0.663616	0.481808	0.481339	0.425622	0.518383	0.364288	0.577602	0.627116	0.561100	0.437364	0.523705	0.356030	0.560594	0.524165	0.461613	0.493562	0.539972	0.468430	0.501613	0.393332	0.622863	0.646225	0.436137	0.524772	0.747449	0.719301	0.617218	0.550258	0.654258	0.287529	0.426935	0.321556	0.423202	0.517158	0.583166	0.554125	0.497974	0.470586	0.608065	0.525475	0.646639	0.680231	0.634521	0.459995	0.459351	0.609084	0.383939	0.435866	0.547791	0.587198	0.479813	0.414451	0.599757	0.460783	0.540788	0.411407	0.604080	0.424169	0.541741	0.516030	0.432001	0.554163	0.442080	0.480447	0.527930	0.426805	0.457383	0.502323	0.432692	0.464538	0.448125	0.523999	0.521262	0.578937	0.710097	0.470961	0.474815	0.568012	0.608421	0.450409	0.510239	0.469630	0.544731	0.485191	0.424164	0.527796	0.501248	0.702126	0.447621	0.539573	0.402448	0.536368	0.474543	0.446005	0.606417	0.509657	0.656288	0.576734	0.563742	0.544595	0.554324	0.528442	0.521475	0.525378	0.552570	0.533242	0.470025	0.526363	0.626529	0.413785	0.359437	0.405067	0.575791	0.632417	0.500406	0.531741	0.698750	0.491505	0.630958	0.643765	0.403501	0.608513	0.556157	0.528726	0.532102	0.448655	0.450488	0.448775	0.450443	0.579805	0.445785	0.475516	0.483003	0.582192	0.440345	0.611998	0.491299	0.622879	0.584839	0.454550	0.547581
sp_0019	0.375717	0.427348	0.295541	0.493122	0.243068	0.674706	0.414349	0.517535	0.586734	0.602399	0.641360	0.382214	0.424146	0.496920	0.495878	0.547061	0.291116	0.410957	0.516201	0.000000	0.519370	0.484933	0.467175	0.393113	0.570939	0.493723	0.434111	0.541584	0.402012	0.419137	0.608298	0.497867	0.386480	0.409935	0.656131	0.402208	0.417047	0.492080	0.574857	0.585310	0.353837	0.310413	0.478009	0.562398	0.412227	0.522770	0.553747	0.406075	0.430436	0.480398	0.341428	0.306748	0.451225	0.459849	0.300685	0.457363	0.610553	0.387561	0.274241	0.443168	0.627258	0.421824	0.468910	0.485747	0.467802	0.723684	0.377211	0.599359	0.534917	0.352774	0.495247	0.540704	0.680680	0.327270	0.608804	0.305355	0.338824	0.497703	0.396785	0.523917	0.581311	0.482681	0.638904	0.463097	0.468557	0.441617	0.368505	0.528755	0.552940	0.726771	0.448386	0.452717	0.543269	0.493885	0.355153	0.430864	0.341061	0.480806	0.418252	0.433509	0.529375	0.551489	0.494488	0.542532	0.395446	0.525504	0.396323	0.403647	0.404319	0.480283	0.406057	0.538031	0.472398	0.731009	0.497388	0.425771	0.600907	0.592905	0.329905	0.559411	0.410348	0.464097	0.314022	0.476350	0.580960	0.456437	0.459908	0.461599	0.392340	0.515936	0.535791	0.591733	0.434768	0.664614	0.434976	0.579800	0.314406	0.421192	0.340945	0.495207	0.395752	0.416877	0.535227	0.390581	0.393917	0.637044	0.441390	0.631479	0.446046	0.394242	0.292835	0.358351	0.430363	0.519990	0.537495	0.593187	0.588167	0.479179	0.633301	0.423185	0.701859	0.477429	0.532262	0.437400	0.431223	0.548298	0.345289	0.401739	0.358547	0.545986	0.609721	0.474545	0.461749	0.362081	0.517807	0.518435	0.495694	0.561799	0.460588	0.486868
sp_0020	0.294421	0.453169	0.353003	0.431801	0.423928	0.531396	0.426484	0.389794	0.344679	0.433064	0.470403	0.542967	0.408329	0.339571	0.276543	0.543903	0.393234	0.590608	0.459153	0.519370	0.000000	0.454454	0.397414	0.406551	0.414778	0.455907	0.578351	0.424098	0.357759	0.425166	0.514150	0.517946	0.372899	0.436866	0.442763	0.375363	0.434705	0.526286	0.408755	0.439610	0.392694	0.334599	0.548298	0.463415	0.280707	0.428362	0.467909	0.455831	0.412428	0.546360	0.488832	0.509444	0.364749	0.366208	0.543795	0.642657	0.483850	0.388662	0.364093	0.628679	0.492334	0.456078	0.581392	0.608359	0.492746	0.553139	0.529348	0.459084	0.423575	0.405456	0.438572	0.368979	0.466329	0.444837	0.500193	0.513127	0.442129	0.525020	0.415170	0.560990	0.451138	0.410746	0.518966	0.408528	0.398241	0.402785	0.447274	0.537876	0.605530	0.589866	0.450817	0.599667	0.526883	0.487150	0.414287	0.515994	0.425391	0.330982	0.447744	0.517726	0.559777	0.372124	0.346169	0.521775	0.510383	0.425904	0.307679	0.431757	0.657928	0.454964	0.435068	0.423926	0.483944	0.612927	0.464076	0.402210	0.500352	0.462380	0.436406	0.354399	0.442437	0.480458	0.391376	0.455644	0.497330	0.310225	0.574863	0.289550	0.287159	0.543938	0.474116	0.483456	0.505352	0.408535	0.412975	0.579215	0.534919	0.437188	0.461415	0.414891	0.481837	0.434306	0.611845	0.528210	0.302367	0.428861	0.601783	0.721034	0.459395	0.346685	0.434780	0.529821	0.538844	0.419595	0.290777	0.426481	0.489741	0.387063	0.478979	0.410466	0.618236	0.468886	0.469179	0.555442	0.362631	0.297616	0.455803	0.341154	0.533132	0.429536	0.510774	0.346667	0.408566	0.492604	0.412720	0.298707	0.464324	0.552543	0.506867	0.480416
sp_0021	0.380223	0.477296	0.428366	0.398663	0.332895	0.570357	0.375746	0.425138	0.606446	0.453201	0.392762	0.438988	0.535168	0.614588	0.426629	0.565156	0.377968	0.523147	0.339506	0.484933	0.454454	0.000000	0.444713	0.375482	0.667252	0.319323	0.496080	0.482063	0.357518	0.479783	0.501052	0.517878	0.407294	0.253987	0.514900	0.467873	0.521410	0.470661	0.420974	0.632510	0.459576	0.451387	0.377525	0.324580	0.257198	0.513427	0.574397	0.518357	0.489463	0.389262	0.363813	0.540097	0.471166	0.505837	0.401106	0.622709	0.487663	0.395111	0.421970	0.583584	0.698613	0.399893	0.498147	0.531741	0.600135	0.585467	0.528500	0.703796	0.184439	0.321678	0.321544	0.456784	0.411573	0.486933	0.502901	0.450845	0.490746	0.568177	0.369561	0.693699	0.682330	0.520396	0.497539	0.366860	0.598504	0.429685	0.294998	0.468522	0.585455	0.514983	0.337747	0.532996	0.403438	0.458161	0.391634	0.608500	0.377680	0.468676	0.492364	0.513892	0.392861	0.334871	0.402863	0.475104	0.410871	0.580933	0.428480	0.364486	0.414416	0.444169	0.465282	0.538035	0.569505	0.601885	0.428763	0.546640	0.627299	0.509198	0.399388	0.381495	0.515682	0.438466	0.400709	0.459647	0.474920	0.484726	0.692436	0.331542	0.542949	0.422105	0.604587	0.342786	0.532570	0.529541	0.549155	0.637558	0.509829	0.513834	0.428403	0.545054	0.468195	0.386533	0.533215	0.495911	0.451969	0.425866	0.597855	0.599162	0.460350	0.303608	0.320777	0.480865	0.506970	0.435662	0.489858	0.665597	0.462596	0.502654	0.575181	0.305896	0.396347	0.577697	0.393283	0.472842	0.341602	0.497794	0.468945	0.387456	0.564198	0.342064	0.480599	0.341812	0.522338	0.312738	0.500381	0.419726	0.508313	0.602868	0.350092	0.581794
sp_0022	0.415561	0.462675	0.432069	0.355414	0.351742	0.552131	0.444308	0.398098	0.577074	0.473630	0.574386	0.487647	0.472194	0.558348	0.287665	0.550239	0.399448	0.565347	0.471975	0.467175	0.397414	0.444713	0.000000	0.354674	0.446994	0.394360	0.570447	0.520435	0.314433	0.483003	0.477963	0.562393	0.210123	0.456830	0.665359	0.500893	0.577902	0.624638	0.391447	0.403125	0.373106	0.415060	0.413511	0.438622	0.319319	0.502415	0.545570	0.448230	0.481138	0.387015	0.495739	0.544728	0.372059	0.443559	0.393462	0.599172	0.430476	0.464299	0.415943	0.506251	0.507565	0.430812	0.588265	0.631296	0.505629	0.804209	0.438666	0.524604	0.495911	0.416226	0.424100	0.456961	0.575992	0.562344	0.494489	0.505598	0.388612	0.527681	0.365164	0.696857	0.479408	0.401656	0.444657	0.491363	0.563261	0.504047	0.282360	0.502719	0.613513	0.600229	0.525291	0.649576	0.656709	0.440456	0.402830	0.453568	0.465611	0.495800	0.490257	0.473458	0.628476	0.456138	0.525241	0.598071	0.481737	0.513516	0.402481	0.442561	0.577578	0.501996	0.407810	0.573898	0.531335	0.581254	0.554676	0.442432	0.655031	0.509280	0.467780	0.472054	0.355377	0.519486	0.497530	0.529153	0.581833	0.425285	0.545703	0.278666	0.467699	0.598017	0.429933	0.568823	0.516855	0.652575	0.464556	0.647875	0.609405	0.388233	0.446924	0.436873	0.588113	0.495903	0.479975	0.594933	0.433619	0.564796	0.610348	0.714355	0.614262	0.450850	0.417085	0.429593	0.535800	0.435438	0.434804	0.598810	0.571490	0.449462	0.575092	0.426497	0.637529	0.433921	0.412914	0.495983	0.407333	0.365767	0.568048	0.424637	0.570202	0.485196	0.572375	0.402307	0.410104	0.450559	0.424363	0.408599	0.442860	0.679332	0.566685	0.512879
sp_0023	0.340457	0.522555	0.390357	0.395634	0.263628	0.569772	0.339706	0.418116	0.572655	0.417586	0.449189	0.433238	0.459346	0.480147	0.394852	0.572495	0.401651	0.423849	0.515789	0.393113	0.406551	0.375482	0.354674	0.000000	0.566475	0.298679	0.382277	0.326126	0.382202	0.490597	0.491649	0.436442	0.403080	0.387644	0.524029	0.452215	0.542136	0.489231	0.388323	0.464921	0.344439	0.321088	0.522572	0.367558	0.264902	0.425371	0.552075	0.301976	0.517667	0.340782	0.476670	0.357605	0.346584	0.501672	0.277422	0.560502	0.482739	0.434175	0.349818	0.442879	0.610245	0.404557	0.486531	0.510650	0.504008	0.748855	0.391835	0.556325	0.446377	0.329199	0.461432	0.444103	0.577160	0.471506	0.535873	0.437278	0.372366	0.498482	0.296470	0.562094	0.527478	0.390336	0.564840	0.433517	0.504566	0.403216	0.254552	0.479733	0.643500	0.558789	0.511678	0.493804	0.503026	0.416689	0.331516	0.564568	0.352647	0.431871	0.293953	0.458987	0.517701	0.411779	0.434276	0.483446	0.479372	0.543536	0.259691	0.286286	0.507347	0.520209	0.355164	0.617334	0.497343	0.609499	0.486508	0.442514	0.634825	0.478542	0.393514	0.398171	0.372540	0.443126	0.334695	0.464167	0.577535	0.410155	0.541630	0.315387	0.455409	0.515315	0.545561	0.514116	0.421278	0.493295	0.381914	0.577669	0.425167	0.315384	0.300832	0.420189	0.415849	0.420352	0.492974	0.539673	0.388488	0.454887	0.653591	0.651564	0.555255	0.402999	0.349877	0.319147	0.401699	0.407978	0.398449	0.622883	0.592389	0.341203	0.452883	0.418616	0.501889	0.483600	0.387141	0.528531	0.368422	0.352871	0.505191	0.433283	0.409025	0.376186	0.542562	0.264845	0.443235	0.370254	0.515009	0.364791	0.401296	0.600277	0.488501	0.573977
